sample_id	metadata_blank	x	mean	ciL	ciU	type
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.1536369E7	35737.0	35682.12	35791.88	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.1824778E7	35881.0	35828.08	35933.92	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.2113187E7	36020.0	35969.04	36070.96	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.2401596E7	36156.0	36107.0	36205.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.2690006E7	36287.0	36239.96	36334.04	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.2978415E7	36415.0	36369.92	36460.08	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.3266824E7	36539.0	36493.92	36584.08	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.3555233E7	36659.0	36615.88	36702.12	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.3843643E7	36776.0	36734.84	36817.16	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.4132052E7	36889.0	36849.8	36928.2	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.4420461E7	36999.0	36961.76	37036.24	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.470887E7	37106.0	37070.72	37141.28	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.4997279E7	37210.0	37174.72	37245.28	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.5285689E7	37310.0	37276.68	37343.32	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.5574098E7	37408.0	37376.64	37439.36	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.5862507E7	37502.0	37472.6	37531.4	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.6150916E7	37594.0	37564.6	37623.4	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.6439326E7	37683.0	37655.56	37710.44	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.6727735E7	37769.0	37743.52	37794.48	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.7016144E7	37852.0	37826.52	37877.48	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.7304553E7	37933.0	37909.48	37956.52	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.7592963E7	38011.0	37989.44	38032.56	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.7881372E7	38086.0	38064.44	38107.56	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.8169781E7	38159.0	38139.4	38178.6	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.845819E7	38230.0	38210.4	38249.6	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.8746599E7	38298.0	38280.36	38315.64	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.9035009E7	38364.0	38346.36	38381.64	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.9323418E7	38427.0	38411.32	38442.68	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.9611827E7	38488.0	38472.32	38503.68	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	1.9900236E7	38547.0	38533.28	38560.72	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.0188646E7	38604.0	38590.28	38617.72	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.0477055E7	38658.0	38646.24	38669.76	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.0765464E7	38710.0	38698.24	38721.76	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.1053873E7	38760.0	38750.2	38769.8	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.1342283E7	38808.0	38798.2	38817.8	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.1630692E7	38854.0	38846.16	38861.84	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.1919101E7	38898.0	38890.16	38905.84	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.220751E7	38940.0	38932.16	38947.84	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.2495919E7	38979.0	38973.12	38984.88	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.2784329E7	39017.0	39011.12	39022.88	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.3072738E7	39053.0	39047.12	39058.88	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.3361147E7	39087.0	39083.08	39090.92	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.3649556E7	39119.0	39115.08	39122.92	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.3937966E7	39149.0	39145.08	39152.92	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.4226375E7	39177.0	39173.08	39180.92	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.4514784E7	39203.0	39201.04	39204.96	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.4803193E7	39228.0	39226.04	39229.96	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.5091603E7	39251.0	39249.04	39252.96	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.5380012E7	39272.0	39270.04	39273.96	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.5668421E7	39291.0	39291.0	39291.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.595683E7	39308.0	39308.0	39308.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.6245239E7	39324.0	39324.0	39324.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.6533649E7	39338.0	39338.0	39338.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.6822058E7	39350.0	39350.0	39350.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.7110467E7	39361.0	39361.0	39361.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.7398876E7	39369.0	39369.0	39369.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.7687286E7	39377.0	39377.0	39377.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.7975695E7	39382.0	39382.0	39382.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.8264104E7	39386.0	39386.0	39386.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.8552513E7	39389.0	39389.0	39389.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.8840923E7	39390.0	39390.0	39390.0	1
S045_SZ20250522049WHB-1_gdna_genome_2537266_amp	.	2.8840923E7	39390.0	39390.0	39390.0	2
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	0.0	0.0	0.0	0.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	288409.0	14597.0	14444.12	14749.88	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	576818.0	17578.0	17427.08	17728.92	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	865227.0	19719.0	19572.0	19866.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1153636.0	21395.0	21249.96	21540.04	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1442046.0	22764.0	22620.92	22907.08	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1730455.0	23912.0	23772.84	24051.16	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2018864.0	24895.0	24757.8	25032.2	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2307273.0	25750.0	25614.76	25885.24	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2595683.0	26503.0	26371.68	26634.32	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2884092.0	27174.0	27044.64	27303.36	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	3172501.0	27778.0	27652.56	27903.44	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	3460910.0	28327.0	28203.52	28450.48	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	3749319.0	28829.0	28709.44	28948.56	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	4037729.0	29292.0	29174.4	29409.6	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	4326138.0	29720.0	29604.36	29835.64	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	4614547.0	30120.0	30008.28	30231.72	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	4902956.0	30494.0	30384.24	30603.76	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	5191366.0	30845.0	30739.16	30950.84	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	5479775.0	31177.0	31073.12	31280.88	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	5768184.0	31491.0	31389.08	31592.92	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	6056593.0	31790.0	31692.0	31888.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	6345003.0	32074.0	31977.96	32170.04	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	6633412.0	32345.0	32250.92	32439.08	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	6921821.0	32604.0	32513.84	32694.16	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	7210230.0	32853.0	32764.8	32941.2	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	7498639.0	33091.0	33004.76	33177.24	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	7787049.0	33320.0	33237.68	33402.32	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	8075458.0	33541.0	33460.64	33621.36	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	8363867.0	33754.0	33675.6	33832.4	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	8652276.0	33959.0	33882.56	34035.44	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	8940686.0	34157.0	34082.52	34231.48	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	9229095.0	34348.0	34275.48	34420.52	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	9517504.0	34533.0	34464.4	34601.6	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	9805913.0	34712.0	34645.36	34778.64	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.0094323E7	34885.0	34820.32	34949.68	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.0382732E7	35053.0	34990.28	35115.72	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.0671141E7	35215.0	35154.24	35275.76	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.095955E7	35373.0	35314.2	35431.8	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.1247959E7	35526.0	35469.16	35582.84	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.1536369E7	35674.0	35619.12	35728.88	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.1824778E7	35818.0	35765.08	35870.92	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.2113187E7	35957.0	35906.04	36007.96	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.2401596E7	36093.0	36044.0	36142.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.2690006E7	36224.0	36176.96	36271.04	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.2978415E7	36352.0	36306.92	36397.08	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.3266824E7	36476.0	36430.92	36521.08	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.3555233E7	36596.0	36552.88	36639.12	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.3843643E7	36713.0	36671.84	36754.16	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.4132052E7	36826.0	36786.8	36865.2	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.4420461E7	36936.0	36898.76	36973.24	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.470887E7	37043.0	37007.72	37078.28	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.4997279E7	37147.0	37111.72	37182.28	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.5285689E7	37247.0	37213.68	37280.32	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.5574098E7	37345.0	37313.64	37376.36	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.5862507E7	37440.0	37410.6	37469.4	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.6150916E7	37531.0	37501.6	37560.4	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.6439326E7	37620.0	37592.56	37647.44	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.6727735E7	37706.0	37680.52	37731.48	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.7016144E7	37790.0	37764.52	37815.48	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.7304553E7	37870.0	37846.48	37893.52	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.7592963E7	37948.0	37926.44	37969.56	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.7881372E7	38024.0	38002.44	38045.56	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.8169781E7	38097.0	38077.4	38116.6	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.845819E7	38168.0	38148.4	38187.6	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.8746599E7	38236.0	38218.36	38253.64	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.9035009E7	38302.0	38284.36	38319.64	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.9323418E7	38365.0	38349.32	38380.68	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.9611827E7	38426.0	38410.32	38441.68	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	1.9900236E7	38485.0	38471.28	38498.72	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.0188646E7	38542.0	38528.28	38555.72	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.0477055E7	38596.0	38584.24	38607.76	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.0765464E7	38648.0	38636.24	38659.76	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.1053873E7	38698.0	38688.2	38707.8	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.1342283E7	38746.0	38736.2	38755.8	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.1630692E7	38792.0	38784.16	38799.84	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.1919101E7	38836.0	38828.16	38843.84	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.220751E7	38878.0	38870.16	38885.84	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.2495919E7	38917.0	38911.12	38922.88	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.2784329E7	38955.0	38949.12	38960.88	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.3072738E7	38991.0	38985.12	38996.88	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.3361147E7	39025.0	39021.08	39028.92	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.3649556E7	39057.0	39053.08	39060.92	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.3937966E7	39087.0	39083.08	39090.92	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.4226375E7	39115.0	39111.08	39118.92	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.4514784E7	39141.0	39139.04	39142.96	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.4803193E7	39166.0	39164.04	39167.96	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.5091603E7	39188.0	39186.04	39189.96	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.5380012E7	39209.0	39207.04	39210.96	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.5668421E7	39228.0	39228.0	39228.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.595683E7	39246.0	39246.0	39246.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.6245239E7	39261.0	39261.0	39261.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.6533649E7	39275.0	39275.0	39275.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.6822058E7	39288.0	39288.0	39288.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.7110467E7	39298.0	39298.0	39298.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.7398876E7	39307.0	39307.0	39307.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.7687286E7	39314.0	39314.0	39314.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.7975695E7	39320.0	39320.0	39320.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.8264104E7	39323.0	39323.0	39323.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.8552513E7	39326.0	39326.0	39326.0	0
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.8824471E7	39327.0	39327.0	39327.0	1
S045_SZ20250522049WHB-1_gdna_genome_2537266_rna	.	2.8840923E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	0.0	0.0	0.0	0.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	288409.0	26351.0	26160.88	26541.12	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	576818.0	30365.0	30186.64	30543.36	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	865227.0	33164.0	32995.44	33332.56	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1153636.0	35365.0	35206.24	35523.76	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1442046.0	37180.0	37029.08	37330.92	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1730455.0	38715.0	38571.92	38858.08	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2018864.0	40037.0	39899.8	40174.2	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2307273.0	41191.0	41059.68	41322.32	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2595683.0	42208.0	42082.56	42333.44	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2884092.0	43112.0	42992.44	43231.56	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	3172501.0	43922.0	43808.32	44035.68	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	3460910.0	44651.0	44541.24	44760.76	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	3749319.0	45312.0	45208.12	45415.88	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	4037729.0	45913.0	45813.04	46012.96	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	4326138.0	46463.0	46366.96	46559.04	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	4614547.0	46968.0	46875.88	47060.12	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	4902956.0	47433.0	47344.8	47521.2	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	5191366.0	47863.0	47778.72	47947.28	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	5479775.0	48262.0	48181.64	48342.36	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	5768184.0	48633.0	48556.56	48709.44	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	6056593.0	48978.0	48905.48	49050.52	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	6345003.0	49301.0	49232.4	49369.6	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	6633412.0	49604.0	49537.36	49670.64	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	6921821.0	49888.0	49825.28	49950.72	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	7210230.0	50154.0	50095.2	50212.8	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	7498639.0	50405.0	50348.16	50461.84	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	7787049.0	50642.0	50589.08	50694.92	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	8075458.0	50865.0	50814.04	50915.96	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	8363867.0	51075.0	51027.96	51122.04	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	8652276.0	51274.0	51228.92	51319.08	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	8940686.0	51463.0	51419.88	51506.12	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	9229095.0	51641.0	51601.8	51680.2	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	9517504.0	51810.0	51772.76	51847.24	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	9805913.0	51969.0	51933.72	52004.28	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.0094323E7	52121.0	52087.68	52154.32	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.0382732E7	52264.0	52232.64	52295.36	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.0671141E7	52400.0	52370.6	52429.4	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.095955E7	52529.0	52501.56	52556.44	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.1247959E7	52650.0	52624.52	52675.48	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.1536369E7	52766.0	52742.48	52789.52	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.1824778E7	52875.0	52853.44	52896.56	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.2113187E7	52977.0	52957.4	52996.6	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.2401596E7	53075.0	53057.36	53092.64	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.2690006E7	53166.0	53150.32	53181.68	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.2978415E7	53252.0	53238.28	53265.72	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.3266824E7	53333.0	53319.28	53346.72	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.3555233E7	53409.0	53397.24	53420.76	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.3843643E7	53480.0	53470.2	53489.8	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.4132052E7	53547.0	53537.2	53556.8	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.4420461E7	53609.0	53601.16	53616.84	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.470887E7	53666.0	53658.16	53673.84	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.4997279E7	53719.0	53713.12	53724.88	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.5285689E7	53768.0	53762.12	53773.88	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.5574098E7	53813.0	53809.08	53816.92	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.5862507E7	53854.0	53850.08	53857.92	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.6150916E7	53891.0	53889.04	53892.96	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.6439326E7	53925.0	53923.04	53926.96	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.6727735E7	53954.0	53952.04	53955.96	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.7016144E7	53980.0	53980.0	53980.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.7304553E7	54002.0	54002.0	54002.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.7592963E7	54021.0	54021.0	54021.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.7881372E7	54037.0	54037.0	54037.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.8169781E7	54049.0	54049.0	54049.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.845819E7	54058.0	54058.0	54058.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.8746599E7	54064.0	54064.0	54064.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.9035009E7	54066.0	54066.0	54066.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.912775E7	54067.0	54067.0	54067.0	1
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.9323418E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.9611827E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	1.9900236E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.0188646E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.0477055E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.0765464E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.1053873E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.1342283E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.1630692E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.1919101E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.220751E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.2495919E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.2784329E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.3072738E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.3361147E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.3649556E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.3937966E7	0.0	0.0	0.0	2
