sample_id	metadata_blank	x	mean	ciL	ciU	type
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.4226375E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.4514784E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.4803193E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.5091603E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.5380012E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.5668421E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.595683E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.6245239E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.6533649E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.6822058E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.7110467E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.7398876E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.7687286E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.7975695E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.8264104E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.8552513E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_amp	.	2.8840923E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	0.0	0.0	0.0	0.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	288409.0	26342.0	26151.88	26532.12	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	576818.0	30353.0	30174.64	30531.36	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	865227.0	33149.0	32980.44	33317.56	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1153636.0	35347.0	35188.24	35505.76	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1442046.0	37159.0	37008.08	37309.92	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1730455.0	38692.0	38548.92	38835.08	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2018864.0	40012.0	39874.8	40149.2	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2307273.0	41164.0	41032.68	41295.32	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2595683.0	42180.0	42054.56	42305.44	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2884092.0	43082.0	42962.44	43201.56	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	3172501.0	43890.0	43776.32	44003.68	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	3460910.0	44618.0	44508.24	44727.76	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	3749319.0	45278.0	45174.12	45381.88	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	4037729.0	45878.0	45778.04	45977.96	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	4326138.0	46426.0	46329.96	46522.04	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	4614547.0	46930.0	46837.88	47022.12	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	4902956.0	47394.0	47305.8	47482.2	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	5191366.0	47824.0	47739.72	47908.28	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	5479775.0	48222.0	48141.64	48302.36	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	5768184.0	48592.0	48515.56	48668.44	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	6056593.0	48937.0	48864.48	49009.52	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	6345003.0	49259.0	49190.4	49327.6	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	6633412.0	49561.0	49494.36	49627.64	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	6921821.0	49844.0	49781.28	49906.72	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	7210230.0	50110.0	50051.2	50168.8	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	7498639.0	50360.0	50303.16	50416.84	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	7787049.0	50596.0	50543.08	50648.92	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	8075458.0	50819.0	50768.04	50869.96	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	8363867.0	51029.0	50981.96	51076.04	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	8652276.0	51227.0	51181.92	51272.08	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	8940686.0	51415.0	51371.88	51458.12	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	9229095.0	51593.0	51553.8	51632.2	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	9517504.0	51761.0	51723.76	51798.24	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	9805913.0	51921.0	51885.72	51956.28	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.0094323E7	52072.0	52038.68	52105.32	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.0382732E7	52215.0	52183.64	52246.36	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.0671141E7	52351.0	52321.6	52380.4	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.095955E7	52479.0	52451.56	52506.44	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.1247959E7	52600.0	52574.52	52625.48	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.1536369E7	52715.0	52691.48	52738.52	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.1824778E7	52824.0	52802.44	52845.56	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.2113187E7	52927.0	52907.4	52946.6	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.2401596E7	53024.0	53006.36	53041.64	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.2690006E7	53115.0	53099.32	53130.68	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.2978415E7	53201.0	53187.28	53214.72	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.3266824E7	53282.0	53268.28	53295.72	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.3555233E7	53357.0	53345.24	53368.76	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.3843643E7	53428.0	53418.2	53437.8	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.4132052E7	53495.0	53485.2	53504.8	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.4420461E7	53556.0	53548.16	53563.84	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.470887E7	53614.0	53606.16	53621.84	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.4997279E7	53667.0	53661.12	53672.88	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.5285689E7	53715.0	53709.12	53720.88	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.5574098E7	53760.0	53756.08	53763.92	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.5862507E7	53801.0	53797.08	53804.92	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.6150916E7	53838.0	53836.04	53839.96	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.6439326E7	53871.0	53869.04	53872.96	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.6727735E7	53900.0	53898.04	53901.96	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.7016144E7	53926.0	53926.0	53926.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.7304553E7	53948.0	53948.0	53948.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.7592963E7	53967.0	53967.0	53967.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.7881372E7	53983.0	53983.0	53983.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.8169781E7	53995.0	53995.0	53995.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.845819E7	54003.0	54003.0	54003.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.8746599E7	54009.0	54009.0	54009.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.9035009E7	54011.0	54011.0	54011.0	0
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.9113733E7	54012.0	54012.0	54012.0	1
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.9323418E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.9611827E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	1.9900236E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.0188646E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.0477055E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.0765464E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.1053873E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.1342283E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.1630692E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.1919101E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.220751E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.2495919E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.2784329E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.3072738E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.3361147E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.3649556E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.3937966E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.4226375E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.4514784E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.4803193E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.5091603E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.5380012E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.5668421E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.595683E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.6245239E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.6533649E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.6822058E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.7110467E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.7398876E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.7687286E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.7975695E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.8264104E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.8552513E7	0.0	0.0	0.0	2
S046_SZ20250522052WHB-9_gdna_genome_2537267_rna	.	2.8840923E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	0.0	0.0	0.0	0.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	288409.0	4365.0	4296.4	4433.6	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	576818.0	5265.0	5196.4	5333.6	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	865227.0	5768.0	5701.36	5834.64	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1153636.0	6101.0	6038.28	6163.72	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1442046.0	6345.0	6284.24	6405.76	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1730455.0	6536.0	6477.2	6594.8	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2018864.0	6694.0	6637.16	6750.84	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2307273.0	6828.0	6773.12	6882.88	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2595683.0	6946.0	6895.04	6996.96	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2884092.0	7051.0	7002.0	7100.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	3172501.0	7145.0	7097.96	7192.04	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	3460910.0	7232.0	7186.92	7277.08	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	3749319.0	7312.0	7268.88	7355.12	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	4037729.0	7386.0	7344.84	7427.16	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	4326138.0	7455.0	7415.8	7494.2	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	4614547.0	7520.0	7482.76	7557.24	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	4902956.0	7581.0	7545.72	7616.28	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	5191366.0	7639.0	7605.68	7672.32	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	5479775.0	7694.0	7660.68	7727.32	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	5768184.0	7746.0	7714.64	7777.36	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	6056593.0	7796.0	7766.6	7825.4	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	6345003.0	7843.0	7815.56	7870.44	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	6633412.0	7888.0	7862.52	7913.48	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	6921821.0	7930.0	7904.52	7955.48	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	7210230.0	7971.0	7947.48	7994.52	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	7498639.0	8010.0	7988.44	8031.56	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	7787049.0	8048.0	8026.44	8069.56	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	8075458.0	8083.0	8063.4	8102.6	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	8363867.0	8117.0	8099.36	8134.64	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	8652276.0	8150.0	8132.36	8167.64	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	8940686.0	8181.0	8165.32	8196.68	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	9229095.0	8210.0	8194.32	8225.68	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	9517504.0	8238.0	8224.28	8251.72	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	9805913.0	8265.0	8251.28	8278.72	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.0094323E7	8291.0	8279.24	8302.76	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.0382732E7	8315.0	8303.24	8326.76	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.0671141E7	8339.0	8329.2	8348.8	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.095955E7	8361.0	8351.2	8370.8	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.1247959E7	8382.0	8374.16	8389.84	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.1536369E7	8402.0	8394.16	8409.84	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.1824778E7	8420.0	8412.16	8427.84	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.2113187E7	8438.0	8432.12	8443.88	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.2401596E7	8455.0	8449.12	8460.88	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.2690006E7	8471.0	8465.12	8476.88	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.2978415E7	8485.0	8481.08	8488.92	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.3266824E7	8499.0	8495.08	8502.92	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.3555233E7	8512.0	8508.08	8515.92	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.3843643E7	8524.0	8522.04	8525.96	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.4132052E7	8535.0	8533.04	8536.96	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.4420461E7	8546.0	8544.04	8547.96	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.470887E7	8555.0	8553.04	8556.96	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.4997279E7	8564.0	8564.0	8564.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.5285689E7	8571.0	8571.0	8571.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.5574098E7	8578.0	8578.0	8578.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.5862507E7	8584.0	8584.0	8584.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.6150916E7	8590.0	8590.0	8590.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.6439326E7	8594.0	8594.0	8594.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.6727735E7	8598.0	8598.0	8598.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.7016144E7	8601.0	8601.0	8601.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.7304553E7	8603.0	8603.0	8603.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.7592963E7	8605.0	8605.0	8605.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.7881372E7	8605.0	8605.0	8605.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.805324E7	8606.0	8606.0	8606.0	1
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.8169781E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.845819E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.8746599E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.9035009E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.9323418E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.9611827E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	1.9900236E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.0188646E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.0477055E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.0765464E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.1053873E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.1342283E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.1630692E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.1919101E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.220751E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.2495919E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.2784329E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.3072738E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.3361147E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.3649556E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.3937966E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.4226375E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.4514784E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.4803193E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.5091603E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.5380012E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.5668421E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.595683E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.6245239E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.6533649E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.6822058E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.7110467E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.7398876E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.7687286E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.7975695E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.8264104E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.8552513E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_amp	.	2.8840923E7	0.0	0.0	0.0	2
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	0.0	0.0	0.0	0.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	288409.0	4362.0	4293.4	4430.6	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	576818.0	5261.0	5192.4	5329.6	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	865227.0	5763.0	5696.36	5829.64	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1153636.0	6096.0	6033.28	6158.72	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1442046.0	6340.0	6279.24	6400.76	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	1730455.0	6531.0	6472.2	6589.8	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2018864.0	6689.0	6632.16	6745.84	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2307273.0	6824.0	6769.12	6878.88	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2595683.0	6942.0	6891.04	6992.96	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	2884092.0	7047.0	6998.0	7096.0	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	3172501.0	7142.0	7094.96	7189.04	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	3460910.0	7229.0	7183.92	7274.08	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	3749319.0	7309.0	7265.88	7352.12	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	4037729.0	7384.0	7342.84	7425.16	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	4326138.0	7454.0	7414.8	7493.2	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	4614547.0	7519.0	7481.76	7556.24	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	4902956.0	7581.0	7545.72	7616.28	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	5191366.0	7639.0	7605.68	7672.32	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	5479775.0	7694.0	7660.68	7727.32	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	5768184.0	7746.0	7714.64	7777.36	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	6056593.0	7796.0	7766.6	7825.4	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	6345003.0	7844.0	7816.56	7871.44	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	6633412.0	7889.0	7863.52	7914.48	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	6921821.0	7932.0	7906.52	7957.48	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	7210230.0	7973.0	7949.48	7996.52	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	7498639.0	8012.0	7990.44	8033.56	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	7787049.0	8050.0	8028.44	8071.56	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	8075458.0	8085.0	8065.4	8104.6	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	8363867.0	8120.0	8102.36	8137.64	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	8652276.0	8152.0	8134.36	8169.64	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	8940686.0	8183.0	8167.32	8198.68	0
S047_SZ20250522068WHB-0_gdna_genome_2537268_rna	.	9229095.0	8213.0	8197.32	8228.68	0
